urn,name,cts_namespace,cts_id_prefix,cts_id,viaf_id,lccn,wikidata_id,wikipedia_url_en,wikipedia_url_es,wikipedia_url_de,wikipedia_url_it,wikipedia_url_fr
urn:cts:greekLit:tlg1600,"HucitAuthor (names=[Filostrato (@None),Philostratus Major (@la),Philostratus The Elder (@en),Philostrate De Lemnos (@fr),Philostratus Lemnius (@la),Philostratus (@None),Filostrato Lemnio (@it),Philostrate (@None)],urn=urn:cts:greekLit:tlg1600)",greekLit,tlg,1600,163752378,None,Q1231472,https://en.wikipedia.org/wiki/Philostratus_the_Younger,https://es.wikipedia.org/wiki/Filóstrato_el_Joven,None,https://it.wikipedia.org/wiki/Filostrato_il_Giovane,https://fr.wikipedia.org/wiki/Philostrate_le_Jeune
urn:cts:latinLit:phi0972,"HucitAuthor (names=[Caius Petronius Arbiter (@la),Caio Petronio Arbitro (@it),Cayo Petronio Árbitro (@es),Petron (@de),Petronio (@None),Tito Petronio Árbitro (@es),Gaius Petronius Arbiter (@la),Gaio Petronio Arbitro (@it),Petronius (@la),Petronio Arbitro (@it),Tito Petronio Arbitro (@it),Petronius Arbiter (@la),Titus Petronius Arbiter (@la),Pétrone (@fr)],urn=urn:cts:latinLit:phi0972)",latinLit,phi,0972,95155909,None,Q47180,https://en.wikipedia.org/wiki/Petronius,https://es.wikipedia.org/wiki/Petronio,https://de.wikipedia.org/wiki/Titus_Petronius,https://it.wikipedia.org/wiki/Petronio_Arbitro,https://fr.wikipedia.org/wiki/Pétrone
urn:cts:greekLit:tlg0284,"HucitAuthor (names=[Publius Aelius Aristides (@la),Elio Arístides (@es),Aristides Rhetor (@la),Aristides (@None),Aelius Aristides (@la)],urn=urn:cts:greekLit:tlg0284)",greekLit,tlg,0284,269609305,None,None,None,None,None,None,None
urn:cts:greekLit:tlg1216,"HucitAuthor (names=[Epistle Of Barnabas (@en),Épître De Barnabé (@fr),Barnabae Epistula (@la),Lettera Di Barnaba (@it),Barnabasbrief (@de)],urn=urn:cts:greekLit:tlg1216)",greekLit,tlg,1216,None,None,None,None,None,None,None,None
urn:cts:latinLit:phi0631,"HucitAuthor (names=[C. Sallustius Crispus (@la),Caius Sallustius Crispus (@la),Gaio Sallustio Crispo (@it),Sallust (@None),Salluste (@fr),Gayo Salustio Crispo (@es),Gaius Sallustius Crispus (@la)],urn=urn:cts:latinLit:phi0631)",latinLit,phi,0631,None,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0010,"HucitAuthor (names=[Isocrates (@la),Isocrate (@fr),Isokrates (@de),Isocrates Atheniensis (@la)],urn=urn:cts:greekLit:tlg0010)",greekLit,tlg,0010,36926979,None,Q221182,https://en.wikipedia.org/wiki/Isocrates,https://es.wikipedia.org/wiki/Isócrates,https://de.wikipedia.org/wiki/Isokrates,https://it.wikipedia.org/wiki/Isocrate,https://fr.wikipedia.org/wiki/Isocrate
urn:cts:greekLit:tlg4081,"HucitAuthor (names=[Coluthus (@None),Colluto (@it),Colluthus (@la),Kolluthos (@None)],urn=urn:cts:greekLit:tlg4081)",greekLit,tlg,4081,62351876,None,Q1779484,https://en.wikipedia.org/wiki/Coluthus,https://es.wikipedia.org/wiki/Coluto,https://de.wikipedia.org/wiki/Kolluthos,https://it.wikipedia.org/wiki/Colluto,https://fr.wikipedia.org/wiki/Coluthos
urn:cts:greekLit:tlg0648,"HucitAuthor (names=[Onasandros (@None),Onasandro (@it),Onasander (@la)],urn=urn:cts:greekLit:tlg0648)",greekLit,tlg,0648,285771738,None,Q373042,https://en.wikipedia.org/wiki/Onasander,https://es.wikipedia.org/wiki/Onasandro,https://de.wikipedia.org/wiki/Onasander,https://it.wikipedia.org/wiki/Onasandro,https://fr.wikipedia.org/wiki/Onosandre
urn:cts:greekLit:tlg0030,"HucitAuthor (names=[Hypéride (@fr),Hyperides (@la)],urn=urn:cts:greekLit:tlg0030)",greekLit,tlg,0030,264197546,None,Q314447,https://en.wikipedia.org/wiki/Hypereides,https://es.wikipedia.org/wiki/Hipérides,https://de.wikipedia.org/wiki/Hypereides,https://it.wikipedia.org/wiki/Iperide,https://fr.wikipedia.org/wiki/Hypéride
urn:cts:greekLit:tlg0007,"HucitAuthor (names=[Plutarche De Chéronée (@fr),Plutarche (@None),Plutarco (@it),Plutarque De Chéronée (@fr),Plutarco Di Cheronea (@it),Plutarch (@de),Plutarchos (@None),Plutarchus (@la),Plutarch Von Chaironeia (@de),Plutarque (@fr),Plutarchus Chaeronensis (@la)],urn=urn:cts:greekLit:tlg0007)",greekLit,tlg,0007,268955446,None,Q41523,https://en.wikipedia.org/wiki/Plutarch,https://es.wikipedia.org/wiki/Plutarco,https://de.wikipedia.org/wiki/Plutarch,https://it.wikipedia.org/wiki/Plutarco,https://fr.wikipedia.org/wiki/Plutarque
urn:cts:greekLit:tlg0554,"HucitAuthor (names=[Chariton Aphrodisiensis (@la),Caritone (@it),Chariton (@la),Caritón (@es),Chariton D'Aphrodisias (@fr),Charito (@la)],urn=urn:cts:greekLit:tlg0554)",greekLit,tlg,0554,None,None,None,None,None,None,None,None
urn:cts:latinLit:phi0620,"HucitAuthor (names=[Properce (@fr),Propertius (@None),Properz (@de),Sex. Propertius (@la),Sextus Aurelius Propertius (@la),Sexto Propercio (@es),Sesto Aurelio Properzio (@it),Properzio (@it),Sextus Propertius (@la)],urn=urn:cts:latinLit:phi0620)",latinLit,phi,0620,100907186,None,Q8827,https://en.wikipedia.org/wiki/Propertius,https://es.wikipedia.org/wiki/Propercio,https://de.wikipedia.org/wiki/Properz,https://it.wikipedia.org/wiki/Sesto_Properzio,https://fr.wikipedia.org/wiki/Properce
urn:cts:greekLit:tlg0028,"HucitAuthor (names=[Antiphon (@la),Antiphon Le Rhéteur (@fr),Antipho Orator (@la),Antipho (@la),Ἀντιφῶν Ρήτωρ (@el),Antiphon Orator (@la),Antifonte (@es),Antiphon Rhamnus (@la),Antiphon Atheniensis (@la)],urn=urn:cts:greekLit:tlg0028)",greekLit,tlg,0028,87640863,None,Q335560,https://en.wikipedia.org/wiki/Antiphon_(orator),https://es.wikipedia.org/wiki/Antifonte_de_Atenas,https://de.wikipedia.org/wiki/Antiphon_von_Rhamnus,https://it.wikipedia.org/wiki/Antifonte_di_Ramnunte,https://fr.wikipedia.org/wiki/Antiphon
urn:cts:greekLit:tlg0023,"HucitAuthor (names=[Oppianos Von Korykos (@de),Oppianos Von Kilikien (@de),Oppianos (@None),Oppien (@None),Oppian Of Anazarbus (@en),Oppian Of Corycus (@en),Oppianus (@None),Oppian (@None),Oppiano Di Anazarbo (@it),Oppien De Cilicie (@fr),Oppien D'Anazarbe (@fr),Oppianus Anazarbensis (@la),Oppianos Von Anazarbos (@de),Oppiano (@None),Oppian Von Anazarbos (@de)],urn=urn:cts:greekLit:tlg0023)",greekLit,tlg,0023,86913544,None,Q116508,https://en.wikipedia.org/wiki/Oppian,https://es.wikipedia.org/wiki/Opiano_de_Anazarbo,https://de.wikipedia.org/wiki/Oppian,https://it.wikipedia.org/wiki/Oppiano_di_Anazarbo,https://fr.wikipedia.org/wiki/Oppien_de_Corycos
urn:cts:greekLit:tlg4029,"HucitAuthor (names=[Prokop (@de),Procope (@fr),Procopius Of Caesarea (@en),Procopius (@la),Procope De Césarée (@fr),Procopio Di Cesarea (@it),Prokop Von Caesarea (@de),Procopius Caesariensis (@la),Procopio (@it)],urn=urn:cts:greekLit:tlg4029)",greekLit,tlg,4029,None,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0560,"HucitAuthor (names=[Longino (@it),Pseudo Longinus (@la),Pseudo-Longinus (@la),Longin (@fr),Longinus (@la),Longinos (@None)],urn=urn:cts:greekLit:tlg0560)",greekLit,tlg,0560,281851250,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0612,"HucitAuthor (names=[Dion De Pruse (@fr),Dion Chrysostomos (@de),Dio Prusaensis (@la),Dio Of Prusa (@en),Dio Chrysostomus (@la),Dione Cocceiano (@it),Dione Crisostomo (@it),Dion Cocceianus (@la),Dion Chrysostom (@fr),Dio Prussaeus (@la),Dion (@None),Dione Retore (@it),Dion Von Prusa (@de),Dio Chrysostom (@en),Dione (@None),Dio (@None),Dione Di Prusa (@it),Dion Schüler Des Musonius (@de),Dion Von Bursa (@de)],urn=urn:cts:greekLit:tlg0612)",greekLit,tlg,0612,317287881,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0029,"HucitAuthor (names=[Deinarchus (@None),Dinarchus (@la),Dinarchos (@None),Deinarchos (@None),Dinarque (@fr),Dinarco (@it)],urn=urn:cts:greekLit:tlg0029)",greekLit,tlg,0029,268224700,None,Q473421,https://en.wikipedia.org/wiki/Dinarchus,https://es.wikipedia.org/wiki/Dinarco,https://de.wikipedia.org/wiki/Deinarchos,https://it.wikipedia.org/wiki/Dinarco,https://fr.wikipedia.org/wiki/Dinarque
urn:cts:greekLit:tlg0085,"HucitAuthor (names=[Eschyle (@fr),Eschilo (@it),Aeschylus (@la),Äschylus (@de),Esquilo (@es),Aeschylus (@None)],urn=urn:cts:greekLit:tlg0085)",greekLit,tlg,0085,268526195,None,Q40939,https://en.wikipedia.org/wiki/Aeschylus,https://es.wikipedia.org/wiki/Esquilo,https://de.wikipedia.org/wiki/Aischylos,https://it.wikipedia.org/wiki/Eschilo,https://fr.wikipedia.org/wiki/Eschyle
urn:cts:latinLit:phi0472,"HucitAuthor (names=[Catullus Poeta (@la),Catullus (@la),Caius Valerius Catullus (@la),C. Valerius Catullus (@la),Gaius Valerius Catullus (@la),Cayo Valerio Catulo (@es),Catullus Veronensis (@la),Catulle (@fr),Gaio Valerio Catullo (@it),Catull (@de)],urn=urn:cts:latinLit:phi0472)",latinLit,phi,0472,54145536,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0081,"HucitAuthor (names=[Dionysius Historicus (@la),Dionigi (@None),Dionysios Von Halikarnassos (@de),Denys D'Halicarnasse (@fr),Dionysius (@None),Dionysius Rhetor (@la),Dionysius Halicarnasseus (@la),Dionysios (@None),Dionigi Di Alicarnasso (@it),Dionysius Of Halicarnassus (@en),Denys (@None),Dionysius Halicarnassensis (@la)],urn=urn:cts:greekLit:tlg0081)",greekLit,tlg,0081,100218889,None,Q26204,https://en.wikipedia.org/wiki/Dionysius_of_Halicarnassus,https://es.wikipedia.org/wiki/Dionisio_de_Halicarnaso,https://de.wikipedia.org/wiki/Dionysios_von_Halikarnassos,https://it.wikipedia.org/wiki/Dionigi_di_Alicarnasso,https://fr.wikipedia.org/wiki/Denys_d'Halicarnasse
urn:cts:greekLit:tlg0561,"HucitAuthor (names=[Longos (@None),Longus (@la),Longo (@it)],urn=urn:cts:greekLit:tlg0561)",greekLit,tlg,0561,163408645,None,Q314949,https://en.wikipedia.org/wiki/Longus,https://es.wikipedia.org/wiki/Longo,https://de.wikipedia.org/wiki/Longos,https://it.wikipedia.org/wiki/Longo_Sofista,https://fr.wikipedia.org/wiki/Longus
urn:cts:greekLit:tlg0525,"HucitAuthor (names=[Pausanias Periegeta (@la),Pausania (@it),Pausanias (@None)],urn=urn:cts:greekLit:tlg0525)",greekLit,tlg,0525,77132959,None,Q192931,https://en.wikipedia.org/wiki/Pausanias_(geographer),https://es.wikipedia.org/wiki/Pausanias_(geógrafo),https://de.wikipedia.org/wiki/Pausanias,https://it.wikipedia.org/wiki/Pausania_il_Periegeta,https://fr.wikipedia.org/wiki/Pausanias_le_Périégète
urn:cts:greekLit:tlg0613,"HucitAuthor (names=[Demetrius Rhetor (@la),Demetrius (@None)],urn=urn:cts:greekLit:tlg0613)",greekLit,tlg,0613,312800491,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0059,"HucitAuthor (names=[Platone (@it),Plato Philosophus (@la),Plato (@None),Platon (@None)],urn=urn:cts:greekLit:tlg0059)",greekLit,tlg,0059,108159964,None,Q859,https://en.wikipedia.org/wiki/Plato,https://es.wikipedia.org/wiki/Platón,https://de.wikipedia.org/wiki/Platon,https://it.wikipedia.org/wiki/Platone,https://fr.wikipedia.org/wiki/Platon
urn:cts:greekLit:tlg0019,"HucitAuthor (names=[Aristophanes (@None),Aristophanes Comicus (@la),Aristophane (@fr),Aristophan (@de),Aristofane (@it),Aristophanes Atheniensis (@la),Aristófanes (@es)],urn=urn:cts:greekLit:tlg0019)",greekLit,tlg,0019,20962036,None,Q43353,https://en.wikipedia.org/wiki/Aristophanes,https://es.wikipedia.org/wiki/Aristófanes,https://de.wikipedia.org/wiki/Aristophanes,https://it.wikipedia.org/wiki/Aristofane,https://fr.wikipedia.org/wiki/Aristophane
urn:cts:latinLit:stoa0023,"HucitAuthor (names=[Ammien Marcellin (@fr),Amiano Marcelino (@es),Ammien (@None),Amiano (@None),Ammianus Marcellinus (@la),Ammian (@en),Ammiano Marcellino (@it),Ammiano (@None),Amm. (@la)],urn=urn:cts:latinLit:stoa0023)",latinLit,stoa,0023,89594750,None,Q172198,https://en.wikipedia.org/wiki/Ammianus_Marcellinus,https://es.wikipedia.org/wiki/Amiano_Marcelino,https://de.wikipedia.org/wiki/Ammianus_Marcellinus,https://it.wikipedia.org/wiki/Ammiano_Marcellino,https://fr.wikipedia.org/wiki/Ammien_Marcellin
urn:cts:greekLit:tlg0058,"HucitAuthor (names=[Äneas (@de),Aeneas (@None),Aeneas Tacticus (@la),Aeneas Tacticus (@None),Énée Le Tacticien (@fr),Eneas, El Táctico (@es),Enea Tattico (@it)],urn=urn:cts:greekLit:tlg0058)",greekLit,tlg,0058,184019027,None,Q405969,https://en.wikipedia.org/wiki/Aeneas_Tacticus,https://es.wikipedia.org/wiki/Eneas_el_Táctico,https://de.wikipedia.org/wiki/Aineias_Taktikos,https://it.wikipedia.org/wiki/Enea_Tattico,https://fr.wikipedia.org/wiki/Énée_le_Tacticien
urn:cts:greekLit:tlg2040,"HucitAuthor (names=[Basile De Césarée (@None),Basilio Di Cesarea (@it),Basilius Von Caesarea (@de),Basilius (@None),Basilius Magnus (@la),Basil Of Caesarea (@en),Basile Le Grand (@fr),Basilio (@it),Basile (@None),Basilius Caesariensis (@la),Basil The Great (@en),Basil (@en),Basile De Césarée (@fr)],urn=urn:cts:greekLit:tlg2040)",greekLit,tlg,2040,88967224,None,Q44258,https://en.wikipedia.org/wiki/Basil_of_Caesarea,https://es.wikipedia.org/wiki/Basilio_el_Grande,https://de.wikipedia.org/wiki/Basilius_der_Große,https://it.wikipedia.org/wiki/San_Basilio,https://fr.wikipedia.org/wiki/Basile_de_Césarée
urn:cts:greekLit:tlg0013,"HucitAuthor (names=[Hymnes Homériques (@fr),Hymni Homerici (@la),Homerische Hymnen (@de),Inni Omerici (@it),Homeric Hymns (@en)],urn=urn:cts:greekLit:tlg0013)",greekLit,tlg,0013,187475186,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0627,"HucitAuthor (names=[Hippokrates (@None),Hippocrates Medicus (@la),Hippocrate (@fr),Ippocrate (@it),Hippocrates (@la),Hippocrates Et Corpus Hippocraticum (@la)],urn=urn:cts:greekLit:tlg0627)",greekLit,tlg,0627,300089234,None,None,None,None,None,None,None
urn:cts:greekLit:tlg0557,"HucitAuthor (names=[Epitteto (@it),Epiktetos (@None),Épictète (@fr),Epiktet (@de),Epictetus (@la)],urn=urn:cts:greekLit:tlg0557)",greekLit,tlg,0557,100218891,None,Q183144,https://en.wikipedia.org/wiki/Epictetus,https://es.wikipedia.org/wiki/Epicteto,https://de.wikipedia.org/wiki/Epiktet,https://it.wikipedia.org/wiki/Epitteto,https://fr.wikipedia.org/wiki/Épictète
urn:cts:greekLit:tlg2003,"HucitAuthor (names=[Julien (@fr),Julian The Apostate (@en),Flavio Claudio Giuliano (@it),Julian The Philosopher (@en),Julien L'Apostat (@fr),Giuliano L'Apostata (@it),Julien Le Philosophe (@fr),Julian (@en),Julianus (@la),Julien L'Empereur (@fr),Julian Der Abtrünnige (@de),Flavius Claudius Julianus Imperator (@la),Julian Der Aposta (@de)],urn=urn:cts:greekLit:tlg2003)",greekLit,tlg,2003,57406701,None,Q33941,https://en.wikipedia.org/wiki/Julian_(emperor),https://es.wikipedia.org/wiki/Juliano_el_Apóstata,https://de.wikipedia.org/wiki/Julian_(Kaiser),https://it.wikipedia.org/wiki/Flavio_Claudio_Giuliano,https://fr.wikipedia.org/wiki/Julien_(empereur_romain)
urn:cts:greekLit:tlg0556,"HucitAuthor (names=[Asclépiodote (@fr),Asclepiodotus (@la),Asklepiodotos (@None)],urn=urn:cts:greekLit:tlg0556)",greekLit,tlg,0556,262924258,None,Q261224,https://en.wikipedia.org/wiki/Asclepiodotus_(philosopher),None,https://de.wikipedia.org/wiki/Asklepiodotos_(Militärschriftsteller),https://it.wikipedia.org/wiki/Asclepiodoto_(tattico),https://fr.wikipedia.org/wiki/Asclépiodote_le_Tacticien
urn:cts:greekLit:tlg0551,"HucitAuthor (names=[Appiano (@it),Apiano (@es),Appian (@en),Appianus (@la),Appien (@fr),Appianos (@de)],urn=urn:cts:greekLit:tlg0551)",greekLit,tlg,0551,77109411,None,Q190368,https://en.wikipedia.org/wiki/Appian,https://es.wikipedia.org/wiki/Apiano,https://de.wikipedia.org/wiki/Appian,https://it.wikipedia.org/wiki/Appiano_di_Alessandria,https://fr.wikipedia.org/wiki/Appien
urn:cts:greekLit:tlg0035,"HucitAuthor (names=[Moschus Bucolicus (@la),Mosco (@it),Moschus (@la),Mosco Siracusano (@it),Moschus Syracusanus Siculus (@la),Moschos (@None),Moschos De Syracuse (@fr)],urn=urn:cts:greekLit:tlg0035)",greekLit,tlg,0035,299323588,None,Q957548,https://en.wikipedia.org/wiki/Moschus,https://es.wikipedia.org/wiki/Mosco_de_Siracusa,https://de.wikipedia.org/wiki/Moschos,https://it.wikipedia.org/wiki/Mosco_(poeta),https://fr.wikipedia.org/wiki/Moschos
